Id,Date,Polarity,Polarity_Variance,Subjectivity,Subjectivity_Variance,Crop_Name
5152,10/30/2013,-0.15,0.02,0.5,0.03,rice
5153,10/29/2013,0.08,0.0,0.25,0.02,rice
5158,10/24/2013,0.27,0.03,0.49,0.01,rice
5162,10/23/2013,-0.16,0.01,0.61,0.02,rice
5164,10/18/2013,-0.12,0.0,0.43,0.02,rice
5166,10/17/2013,-0.1,,0.28,,rice
5168,10/17/2013,0.0,,0.0,,rice
5183,10-08-2013,-0.27,0.02,0.45,0.02,rice
5184,10-08-2013,-0.7,0.13,1.0,0.11,rice
5186,10-04-2013,-0.18,0.01,0.54,0.01,rice
5189,10-02-2013,0.23,0.01,0.4,0.02,rice
5190,10-02-2013,0.0,,0.0,,rice
5191,10-01-2013,0.0,,0.0,,rice
5193,9/30/2013,0.05,0.0,0.23,0.0,rice
5195,9/25/2013,0.31,,0.45,,rice
5196,9/24/2013,0.46,0.04,0.62,0.05,rice
5198,9/23/2013,0.2,0.01,0.4,0.03,rice
5199,9/20/2013,-0.03,,0.4,,rice
5200,9/19/2013,1.0,0.06,0.69,0.04,rice
5201,9/19/2013,-0.1,,0.4,,rice
5202,9/19/2013,0.07,,0.46,,rice
5205,9/17/2013,0.7,0.09,0.83,0.09,rice
5208,09-12-2013,0.16,,0.32,,rice
5210,09-11-2013,-0.02,0.0,0.39,0.05,rice
5214,8/30/2013,0.35,0.03,0.48,0.04,rice
5217,8/29/2013,0.3,0.02,0.57,0.04,rice
5218,8/29/2013,0.12,,0.28,,rice
5220,8/28/2013,0.2,0.02,0.46,0.03,rice
5221,8/27/2013,-0.12,,0.62,,rice
5222,8/27/2013,0.29,0.02,0.54,0.05,rice
5223,8/27/2013,0.01,,0.26,,rice
5231,8/16/2013,-0.4,0.04,0.7,0.05,rice
5233,8/15/2013,0.11,,0.58,,rice
5234,8/13/2013,0.04,,0.52,,rice
5235,08-12-2013,0.19,0.01,0.5,0.08,rice
5240,08-02-2013,0.15,,0.31,,rice
5241,08-01-2013,0.22,0.02,0.71,0.07,rice
5244,7/31/2013,-0.3,0.02,0.87,0.12,rice
5246,7/30/2013,0.08,0.0,0.52,0.02,rice
5250,7/25/2013,0.2,0.01,0.62,0.02,rice
5252,7/24/2013,0.32,0.02,0.61,0.05,rice
5253,7/23/2013,0.12,0.01,0.51,0.13,rice
5254,7/23/2013,-0.01,,0.49,,rice
5259,7/18/2013,0.25,0.01,0.43,0.04,rice
5260,7/18/2013,0.2,0.01,0.4,0.03,rice
5263,7/16/2013,0.7,0.1,0.9,0.08,rice
5265,7/15/2013,0.37,,0.65,,rice
5270,07-11-2013,0.47,0.02,0.55,0.03,rice
5271,07-10-2013,0.25,0.01,0.5,0.01,rice
5272,07-10-2013,-0.8,0.25,1.0,0.25,rice
5278,07-02-2013,0.25,,0.5,,rice
5284,6/25/2013,0.0,,1.0,,rice
5291,6/20/2013,0.23,,0.6,,rice
5297,6/18/2013,0.0,,0.25,,rice
5307,06-11-2013,-0.65,,1.0,,rice
5311,06-11-2013,-0.12,0.02,0.45,0.06,rice
5313,06-10-2013,0.0,0.0,0.0,0.0,rice
5318,06-05-2013,0.2,0.01,0.48,0.04,rice
5320,06-05-2013,-0.25,0.02,0.62,0.05,rice
5321,06-04-2013,0.25,0.01,0.5,0.04,rice
5322,06-04-2013,0.38,0.02,0.65,0.03,rice
5334,5/29/2013,0.4,,0.44,,rice
5336,5/23/2013,0.03,,0.54,,rice
5339,5/22/2013,0.12,0.01,0.56,0.03,rice
5340,5/22/2013,0.18,0.0,0.45,0.0,rice
5344,5/20/2013,0.1,0.0,0.4,0.01,rice
5348,5/16/2013,0.43,0.02,0.73,0.04,rice
5349,5/16/2013,0.11,0.0,0.48,0.02,rice
5350,5/15/2013,-0.8,0.19,1.0,0.12,rice
5353,5/14/2013,-0.11,,0.53,,rice
5355,5/14/2013,0.2,,0.2,,rice
5359,5/14/2013,0.32,0.03,0.62,0.05,rice
5361,5/13/2013,-0.8,0.1,1.0,0.11,rice
5362,5/13/2013,0.17,0.02,0.53,0.0,rice
5365,05-08-2013,-0.8,0.08,1.0,0.1,rice
5371,05-06-2013,0.13,,0.3,,rice
5377,05-01-2013,-0.27,0.02,0.56,0.02,rice
5382,4/26/2013,0.16,0.02,0.38,0.0,rice
5387,4/23/2013,0.12,0.01,0.43,0.04,rice
5388,4/23/2013,0.5,0.05,0.57,0.04,rice
5400,4/15/2013,0.09,,0.86,,rice
5401,4/15/2013,-0.8,0.16,1.0,0.14,rice
5406,04-12-2013,-0.35,,0.5,,rice
5407,04-11-2013,-0.33,0.04,0.73,0.03,rice
5411,04-10-2013,0.38,0.01,0.51,0.0,rice
5413,04-09-2013,0.0,,0.0,,rice
5414,04-05-2013,0.22,0.01,0.52,0.02,rice
5415,04-05-2013,0.0,0.0,1.0,0.16,rice
5418,04-02-2013,0.0,,0.25,,rice
5419,04-01-2013,0.12,,0.33,,rice
5421,3/28/2013,0.18,,0.42,,rice
5422,3/26/2013,0.2,0.01,0.54,0.05,rice
5423,3/26/2013,-0.08,,0.33,,rice
5424,3/26/2013,-0.3,0.02,0.57,0.06,rice
5427,3/22/2013,-0.3,,0.4,,rice
5431,3/20/2013,0.11,,0.43,,rice
5433,3/19/2013,-0.08,,0.48,,rice
5435,3/18/2013,0.25,0.04,0.57,0.03,rice
5436,3/18/2013,0.35,0.03,0.65,0.01,rice
5441,03-12-2013,-0.6,0.05,0.95,0.1,rice
5442,03-12-2013,0.7,0.09,0.9,0.09,rice
5444,03-12-2013,0.2,,0.53,,rice
5449,03-06-2013,0.09,0.0,0.58,0.04,rice
5451,03-05-2013,-0.02,,0.42,,rice
5452,03-04-2013,-0.24,0.01,0.75,0.03,rice
5453,03-02-2013,0.28,0.14,0.66,0.03,rice
5460,2/28/2013,-0.09,,0.4,,rice
5463,2/28/2013,0.02,,0.29,,rice
5469,2/22/2013,-0.25,0.03,0.44,0.01,rice
5470,2/21/2013,0.07,0.0,0.29,0.0,rice
5471,2/21/2013,0.2,0.0,0.4,0.02,rice
5473,2/21/2013,-0.33,0.04,0.82,0.14,rice
5475,2/20/2013,0.48,0.06,0.65,0.04,rice
5477,2/19/2013,0.7,,0.9,,rice
5482,2/15/2013,0.4,0.06,0.57,0.02,rice
5489,02-12-2013,0.24,0.03,0.58,0.06,rice
5491,02-11-2013,0.16,0.0,0.54,0.03,rice
5493,02-08-2013,0.15,0.02,0.33,0.0,rice
5494,02-07-2013,0.2,0.01,0.53,0.03,rice
5497,02-07-2013,0.33,0.03,0.52,0.07,rice
5498,02-06-2013,0.07,,0.45,,rice
5500,02-05-2013,0.25,0.01,0.5,0.03,rice
5505,02-01-2013,0.0,,0.53,,rice
5506,02-01-2013,0.15,0.01,0.51,0.07,rice
5507,02-01-2013,0.13,0.01,0.48,0.03,rice
5508,1/30/2013,-0.02,,0.33,,rice
5513,1/24/2013,0.2,,0.3,,rice
5514,1/24/2013,0.0,,0.0,,rice
5515,1/23/2013,-0.8,0.19,1.0,0.1,rice
5517,1/23/2013,0.1,0.0,0.53,0.05,rice
5521,1/21/2013,0.43,0.06,0.73,0.14,rice
5523,1/17/2013,0.33,0.02,0.52,0.05,rice
5525,1/16/2013,0.25,0.03,0.45,0.1,rice
5526,1/16/2013,-0.27,0.05,0.45,0.02,rice
5528,1/13/2013,-0.17,0.01,0.35,0.03,rice
5536,01-03-2013,0.0,,0.33,,rice
5537,01-02-2013,-0.3,0.01,0.65,0.06,rice
5538,01-02-2013,0.04,,0.34,,rice
5539,01-02-2013,0.01,0.0,0.33,0.03,rice
5540,12/31/2012,0.17,0.03,0.57,0.03,rice
5541,12/30/2012,0.06,,0.21,,rice
5543,12/27/2012,0.35,0.01,0.62,0.02,rice
5546,12/21/2012,0.1,,0.43,,rice
5548,12/20/2012,-0.05,0.0,0.48,0.12,rice
5550,12/20/2012,1.0,0.15,0.67,0.06,rice
5553,12/19/2012,-0.07,0.0,0.52,0.07,rice
5560,12/14/2012,0.43,0.03,0.55,0.07,rice
5562,12/13/2012,-0.26,0.04,0.51,0.0,rice
5564,12-12-2012,0.29,0.01,0.54,0.04,rice
5566,12-11-2012,0.35,0.02,0.45,0.0,rice
5568,12-11-2012,0.25,0.01,0.5,0.03,rice
5569,12-11-2012,0.25,0.01,0.56,0.04,rice
5570,12-11-2012,0.25,0.0,0.5,0.0,rice
5573,12-06-2012,0.3,,0.95,,rice
5576,12-06-2012,0.02,0.0,0.29,0.02,rice
5578,12-04-2012,0.0,,0.0,,rice
5579,12-04-2012,0.21,,0.52,,rice
5584,12-03-2012,0.01,0.0,0.3,0.0,rice
5588,11/27/2012,0.0,,0.2,,rice
5590,11/26/2012,0.33,0.03,0.77,0.06,rice
5592,11/26/2012,0.0,,0.75,,rice
5593,11/23/2012,-1.0,0.18,1.0,0.11,rice
5596,11/19/2012,0.17,0.01,0.54,0.05,rice
5597,11/19/2012,0.16,0.01,0.54,0.04,rice
5598,11/19/2012,0.12,0.0,0.41,0.02,rice
5599,11/16/2012,0.27,0.02,0.53,0.03,rice
5600,11/16/2012,0.21,0.0,0.69,0.03,rice
5602,11/14/2012,0.12,0.0,0.43,0.02,rice
5616,11-07-2012,0.23,,0.63,,rice
5617,11-06-2012,0.42,0.03,0.65,0.01,rice
5624,11-01-2012,-0.06,,0.15,,rice
5625,11-01-2012,0.5,0.06,0.77,0.08,rice
5628,10/31/2012,0.12,0.01,0.56,0.02,rice
5629,10/31/2012,0.16,0.01,0.54,0.01,rice
5630,10/31/2012,0.29,0.01,0.75,0.05,rice
5631,10/30/2012,0.35,0.04,0.43,0.02,rice
5634,10/29/2012,0.05,,0.41,,rice
5639,10/26/2012,0.26,0.02,0.6,0.09,rice
5640,10/26/2012,0.1,,0.4,,rice
5641,10/25/2012,0.7,0.13,0.9,0.2,rice
5643,10/23/2012,0.0,,0.0,,rice
5649,10/17/2012,0.08,,0.28,,rice
5651,10/17/2012,-0.43,0.01,0.7,0.06,rice
5653,10/17/2012,-0.07,,0.39,,rice
5656,10/16/2012,0.25,0.02,0.5,0.06,rice
5659,10-10-2012,0.37,0.07,0.59,0.04,rice
5661,10-08-2012,0.08,,0.36,,rice
5664,10-05-2012,-0.5,0.1,1.0,0.14,rice
5670,10-02-2012,0.27,0.02,0.45,0.05,rice
5671,10-02-2012,-0.12,0.01,0.62,0.02,rice
5674,10-01-2012,-0.35,0.04,0.55,0.07,rice
5677,9/26/2012,0.3,0.02,0.64,0.03,rice
5679,9/21/2012,0.12,,0.38,,rice
5682,9/20/2012,0.19,0.02,0.5,0.0,rice
5684,9/19/2012,0.25,,0.75,,rice
5687,9/14/2012,0.1,,0.57,,rice
5691,9/13/2012,-0.22,0.01,0.57,0.02,rice
5697,09-07-2012,0.5,0.04,0.51,0.05,rice
5698,8/29/2012,-0.2,0.01,0.6,0.02,rice
5699,8/28/2012,0.08,0.0,0.35,0.04,rice
5704,8/27/2012,0.2,0.01,0.43,0.03,rice
5710,8/15/2012,0.09,0.0,0.29,0.04,rice
5712,08-09-2012,-0.31,0.01,0.86,0.04,rice
5713,08-09-2012,0.08,0.0,0.48,0.12,rice
5717,08-06-2012,0.38,0.03,0.6,0.03,rice
5718,08-06-2012,-0.4,0.1,0.65,0.08,rice
5719,08-03-2012,0.44,0.02,0.5,0.02,rice
5723,7/31/2012,0.35,0.03,0.55,0.04,rice
5727,7/30/2012,0.14,0.01,0.51,0.01,rice
5728,7/30/2012,-0.06,0.0,0.29,0.03,rice
5731,7/25/2012,0.57,0.04,0.67,0.02,rice
5736,7/20/2012,0.5,0.08,0.9,0.05,rice
5738,7/19/2012,0.25,0.02,0.51,0.03,rice
5741,7/17/2012,-0.23,0.02,0.49,0.05,rice
5753,07-06-2012,-0.21,0.02,0.61,0.08,rice
5754,07-05-2012,0.03,,0.21,,rice
5755,07-02-2012,-0.08,,0.42,,rice
5756,07-02-2012,0.22,0.01,0.65,0.06,rice
5760,6/28/2012,0.16,,0.44,,rice
5764,6/21/2012,0.0,,0.75,,rice
5771,6/19/2012,0.17,0.01,0.66,0.22,rice
5776,6/15/2012,0.02,0.0,0.26,0.02,rice
5778,6/13/2012,-0.26,,0.53,,rice
5781,06-11-2012,0.5,,1.0,,rice
5782,06-08-2012,-0.1,,0.5,,rice
5783,06-08-2012,0.21,,0.52,,rice
5784,06-07-2012,0.25,0.01,0.36,0.0,rice
5785,06-07-2012,-0.39,0.05,0.83,0.08,rice
5787,06-06-2012,0.12,0.0,0.38,0.0,rice
5788,06-05-2012,0.7,0.11,0.75,0.1,rice
5791,06-04-2012,0.22,0.02,0.61,0.15,rice
5792,06-03-2012,0.2,0.01,0.43,0.03,rice
5794,5/31/2012,0.3,0.01,0.49,0.03,rice
5796,5/30/2012,-0.7,0.13,1.0,0.28,rice
5797,5/30/2012,-0.18,0.02,1.0,0.1,rice
5806,5/25/2012,-0.25,0.03,0.54,0.05,rice
5811,5/24/2012,0.0,,0.12,,rice
5813,5/23/2012,0.22,0.03,0.56,0.03,rice
5817,5/22/2012,0.25,0.01,0.57,0.05,rice
5820,5/17/2012,0.15,0.02,0.55,0.05,rice
5821,5/16/2012,0.01,,0.47,,rice
5823,5/16/2012,-0.15,0.01,0.51,0.05,rice
5824,5/15/2012,-0.55,0.06,0.7,0.06,rice
5825,5/15/2012,0.15,0.01,0.6,0.01,rice
5828,05-11-2012,0.17,0.01,0.45,0.01,rice
5829,05-11-2012,0.33,,0.5,,rice
5831,05-10-2012,0.46,0.13,0.51,0.08,rice
5835,05-07-2012,0.22,0.03,0.65,0.01,rice
5836,05-04-2012,0.37,0.03,0.6,0.1,rice
5838,05-03-2012,-0.02,,0.25,,rice
5843,4/30/2012,0.25,0.01,0.5,0.04,rice
5846,4/26/2012,0.44,0.12,0.8,0.1,rice
5847,4/26/2012,0.35,,0.5,,rice
5850,4/26/2012,0.13,0.01,0.47,0.01,rice
5852,4/24/2012,-0.8,,1.0,,rice
5854,4/23/2012,0.7,0.08,0.6,0.04,rice
5855,4/20/2012,0.25,0.04,0.61,0.07,rice
5856,4/20/2012,0.03,,0.17,,rice
5857,4/20/2012,0.04,,0.4,,rice
5859,4/17/2012,0.07,,0.28,,rice
5864,04-10-2012,0.17,0.01,0.49,0.05,rice
5868,04-04-2012,-0.8,0.23,1.0,0.19,rice
5871,3/23/2012,0.24,,0.46,,rice
5873,3/21/2012,0.7,0.12,0.75,0.11,rice
5874,3/21/2012,0.44,0.03,0.44,0.03,rice
5875,3/21/2012,0.6,0.09,0.9,0.14,rice
5876,3/21/2012,0.25,0.01,0.57,0.01,rice
5882,3/15/2012,-0.1,0.01,0.45,0.0,rice
5883,3/13/2012,0.33,0.08,0.7,0.13,rice
5884,3/13/2012,0.17,0.0,0.47,0.01,rice
5885,03-12-2012,-0.15,0.02,0.32,0.0,rice
5886,03-09-2012,0.15,,0.08,,rice
5887,03-07-2012,0.21,,0.59,,rice
5888,03-06-2012,0.25,0.01,0.51,0.0,rice
5889,03-05-2012,0.33,0.01,0.71,0.03,rice
5892,03-02-2012,0.17,,0.17,,rice
5897,2/29/2012,0.1,0.0,0.67,0.15,rice
5898,2/29/2012,-0.8,,1.0,,rice
5901,2/24/2012,0.29,0.02,0.5,0.04,rice
5902,2/23/2012,0.07,0.0,0.58,0.0,rice
5903,2/23/2012,0.23,0.02,0.49,0.03,rice
5907,2/14/2012,-0.24,,0.43,,rice
5908,2/14/2012,0.17,0.0,0.45,0.01,rice
5910,2/13/2012,0.17,0.01,0.45,0.0,rice
5911,2/13/2012,0.02,,0.5,,rice
5912,02-10-2012,-0.01,,0.17,,rice
5915,02-07-2012,0.55,0.06,0.77,0.03,rice
5916,02-06-2012,0.36,,0.59,,rice
5918,02-02-2012,0.7,0.08,0.67,0.06,rice
5919,02-02-2012,0.0,,0.0,,rice
5920,02-01-2012,-0.32,,0.72,,rice
5923,1/31/2012,0.6,0.06,1.0,0.09,rice
5924,1/31/2012,0.25,0.01,0.58,0.03,rice
5926,1/27/2012,0.25,,0.5,,rice
5928,1/25/2012,0.0,,0.03,,rice
5929,1/25/2012,0.21,0.01,1.0,0.12,rice
5933,1/20/2012,-0.07,0.0,0.59,0.17,rice
5935,1/18/2012,0.24,0.0,0.58,0.02,rice
5939,01-10-2012,0.7,0.07,0.83,0.1,rice
5944,01-04-2012,0.36,0.02,0.61,0.08,rice
5949,12/29/2011,-0.3,,0.6,,rice
5950,12/22/2011,0.0,,0.0,,rice
5951,12/20/2011,0.09,0.0,0.57,0.01,rice
5952,12/19/2011,0.23,,0.6,,rice
5954,12/15/2011,0.25,0.03,0.72,0.11,rice
5955,12/14/2011,-0.15,0.01,0.49,0.01,rice
5956,12/14/2011,0.39,0.03,0.71,0.07,rice
5957,12/14/2011,0.1,,0.57,,rice
5958,12/13/2011,0.0,,0.0,,rice
5960,12-12-2011,0.35,,0.4,,rice
5962,12-09-2011,0.14,0.01,0.47,0.04,rice
5967,12-06-2011,0.43,,0.73,,rice
5972,11/30/2011,-0.16,0.01,0.54,0.06,rice
5973,11/30/2011,0.0,,0.0,,rice
5974,11/29/2011,-0.12,0.0,0.38,0.05,rice
5977,11/28/2011,0.25,0.01,0.77,0.06,rice
5978,11/22/2011,0.03,,0.24,,rice
5982,11/16/2011,0.33,0.02,0.55,0.05,rice
5984,11/15/2011,0.42,0.03,0.62,0.03,rice
5985,11/15/2011,0.26,,0.49,,rice
5987,11-10-2011,0.12,,0.3,,rice
5988,11-08-2011,-0.3,,0.4,,rice
5993,11-04-2011,-0.05,0.0,1.0,0.25,rice
5997,11-03-2011,0.7,0.08,0.74,0.07,rice
5999,11-01-2011,-0.09,0.01,0.59,0.03,rice
6005,10/27/2011,0.14,0.01,0.28,0.04,rice
6006,10/26/2011,-0.8,,1.0,,rice
6010,10/25/2011,0.12,0.01,0.56,0.05,rice
6013,10/24/2011,0.2,0.02,0.66,0.07,rice
6016,10/20/2011,0.24,0.01,0.54,0.06,rice
6020,10/19/2011,0.25,0.01,0.5,0.01,rice
6024,10/17/2011,0.11,,0.34,,rice
6028,10/14/2011,0.27,0.01,1.0,0.13,rice
6030,10-12-2011,0.17,0.01,0.54,0.04,rice
6032,10-11-2011,-0.8,0.19,1.0,0.13,rice
6033,10-10-2011,0.03,0.0,0.15,0.01,rice
6036,10-07-2011,0.11,0.0,0.56,0.06,rice
6039,10-05-2011,0.14,0.0,0.45,0.05,rice
6045,10-03-2011,-0.07,0.0,0.4,0.01,rice
6057,9/23/2011,0.2,0.01,0.63,0.02,rice
6059,9/22/2011,0.5,0.0,0.61,0.05,rice
6060,9/22/2011,0.5,0.07,0.53,0.01,rice
6062,9/21/2011,-0.07,,0.54,,rice
6063,9/21/2011,0.43,0.03,0.73,0.03,rice
6064,9/21/2011,0.0,,0.4,,rice
6070,9/19/2011,0.16,,0.39,,rice
6072,9/16/2011,0.0,,0.0,,rice
6073,9/16/2011,-0.53,0.07,0.7,0.1,rice
6076,9/13/2011,-0.31,,0.69,,rice
6080,09-09-2011,0.35,0.01,0.64,0.03,rice
6084,09-07-2011,0.3,0.0,0.57,0.02,rice
6086,09-02-2011,0.36,0.03,0.63,0.12,rice
6087,09-02-2011,0.18,0.0,0.8,0.07,rice
6089,09-02-2011,0.22,0.01,0.54,0.02,rice
6090,09-01-2011,0.0,0.0,0.0,0.0,rice
6097,8/24/2011,-0.2,0.01,0.54,0.04,rice
6098,8/23/2011,-0.16,0.0,0.68,0.07,rice
6099,8/23/2011,0.0,,0.3,,rice
6100,8/22/2011,0.0,,0.0,,rice
6101,8/19/2011,0.08,0.0,0.5,0.05,rice
6103,8/18/2011,0.12,,0.33,,rice
6106,8/15/2011,-0.3,0.0,0.4,0.0,rice
6111,08-10-2011,0.16,0.01,0.54,0.01,rice
6114,08-09-2011,0.24,0.08,0.77,0.01,rice
6115,08-09-2011,0.25,0.01,0.5,0.05,rice
6117,08-05-2011,-0.03,0.0,0.4,0.0,rice
6119,08-05-2011,-0.1,,0.95,,rice
6121,08-03-2011,0.3,0.02,0.45,0.04,rice
6126,08-01-2011,-0.1,,0.23,,rice
6127,08-01-2011,0.16,0.01,0.54,0.03,rice
6131,7/29/2011,0.28,0.02,0.51,0.0,rice
6132,7/29/2011,0.3,0.12,0.53,0.0,rice
6135,7/27/2011,0.7,0.1,0.6,0.04,rice
6141,7/22/2011,0.5,0.02,0.9,0.07,rice
6148,7/19/2011,0.0,,0.25,,rice
6149,7/19/2011,0.33,0.02,0.71,0.09,rice
6152,7/18/2011,0.02,,0.29,,rice
6156,7/14/2011,0.13,,0.35,,rice
6162,07-08-2011,-0.04,,0.39,,rice
6164,07-08-2011,0.21,0.01,0.52,0.03,rice
6165,07-07-2011,0.19,0.0,0.52,0.04,rice
6167,07-07-2011,0.0,,0.0,,rice
6172,07-01-2011,0.21,0.01,0.44,0.01,rice
6173,07-01-2011,0.23,0.01,0.4,0.05,rice
6178,6/29/2011,-0.05,0.0,0.45,0.04,rice
6179,6/29/2011,-0.05,0.0,0.45,0.04,rice
6180,6/28/2011,0.35,0.04,0.72,0.04,rice
6185,6/24/2011,0.7,0.19,0.6,0.0,rice
6187,6/24/2011,0.1,0.01,0.58,0.07,rice
6191,6/22/2011,-0.4,0.06,0.7,0.08,rice
6192,6/21/2011,-0.0,,0.28,,rice
6194,6/20/2011,-0.8,0.41,1.0,0.14,rice
6197,6/17/2011,0.17,0.01,0.5,0.01,rice
6199,6/16/2011,0.26,0.11,0.61,0.05,rice
6204,6/14/2011,-0.04,,0.26,,rice
6205,6/14/2011,0.32,0.04,0.48,0.02,rice
6213,06-10-2011,0.7,0.06,0.6,0.07,rice
6215,06-09-2011,0.0,,0.3,,rice
6220,06-07-2011,0.5,0.36,0.89,0.02,rice
6224,06-03-2011,0.11,,0.41,,rice
6231,5/31/2011,0.07,,0.47,,rice
6236,5/27/2011,0.39,0.02,0.46,0.02,rice
6237,5/27/2011,-0.2,0.02,0.4,0.01,rice
6239,5/26/2011,0.0,0.0,0.75,0.28,rice
6242,5/24/2011,0.38,0.05,0.54,0.05,rice
6246,5/20/2011,0.18,0.01,0.57,0.04,rice
6253,5/16/2011,-0.05,,0.24,,rice
6256,5/16/2011,-0.17,,0.07,,rice
6257,5/13/2011,0.16,0.01,0.54,0.02,rice
6259,05-12-2011,0.05,0.0,0.46,0.03,rice
6261,05-11-2011,0.08,0.0,0.56,0.16,rice
6264,05-10-2011,-0.01,,0.32,,rice
6267,05-06-2011,-0.16,0.01,0.22,0.02,rice
6271,05-04-2011,0.08,0.0,0.45,0.0,rice
6272,05-04-2011,-0.52,0.1,0.72,0.03,rice
6273,05-04-2011,-0.19,0.01,0.4,0.0,rice
6274,05-03-2011,0.0,,0.0,,rice
6287,4/21/2011,-0.8,0.09,1.0,0.09,rice
6288,4/21/2011,0.11,,0.36,,rice
6290,4/20/2011,0.04,,0.4,,rice
6295,4/18/2011,0.33,0.02,0.5,0.04,rice
6296,4/18/2011,0.25,,0.51,,rice
6302,4/15/2011,0.7,0.13,0.9,0.14,rice
6309,04-11-2011,0.55,0.1,0.8,0.17,rice
6311,04-11-2011,0.25,0.01,0.47,0.01,rice
6313,04-07-2011,0.07,,0.35,,rice
6314,04-07-2011,-0.09,,0.24,,rice
6315,04-07-2011,0.5,0.04,0.9,0.05,rice
6319,04-06-2011,-0.01,,0.29,,rice
6320,04-05-2011,0.21,0.01,0.44,0.01,rice
6328,3/28/2011,-0.15,0.01,0.33,0.0,rice
6329,3/25/2011,0.39,0.03,0.78,0.12,rice
6331,3/24/2011,0.11,,0.58,,rice
6333,3/23/2011,0.08,,0.65,,rice
6334,3/23/2011,0.7,0.08,0.69,0.07,rice
6335,3/23/2011,0.38,0.03,0.62,0.04,rice
6336,3/22/2011,0.19,0.02,0.3,0.03,rice
6338,3/18/2011,0.37,0.05,0.64,0.07,rice
6339,3/16/2011,0.12,0.0,0.55,0.09,rice
6343,3/15/2011,-0.17,,0.07,,rice
6345,3/14/2011,0.0,,0.3,,rice
6347,03-11-2011,0.12,0.01,0.25,0.01,rice
6349,03-09-2011,-0.49,,0.82,,rice
6350,03-09-2011,0.43,0.03,0.73,0.06,rice
6351,03-09-2011,0.45,0.05,0.71,0.03,rice
6352,03-08-2011,0.14,0.01,0.48,0.12,rice
6353,03-07-2011,0.46,0.04,0.68,0.07,rice
6359,03-05-2011,0.25,0.02,0.6,0.02,rice
6360,03-04-2011,0.34,0.06,0.34,0.06,rice
6361,03-04-2011,0.11,0.0,0.48,0.03,rice
6366,03-03-2011,0.38,0.02,0.78,0.08,rice
6367,03-03-2011,0.35,0.03,0.45,0.01,rice
6368,03-03-2011,-0.27,0.01,0.59,0.03,rice
6371,03-02-2011,0.19,0.02,0.3,0.04,rice
6372,03-02-2011,-0.39,0.11,0.83,0.01,rice
6373,03-01-2011,-0.14,,0.59,,rice
6374,03-01-2011,0.0,,0.0,,rice
6375,2/25/2011,0.21,0.0,0.52,0.02,rice
6376,2/25/2011,0.3,0.02,0.53,0.06,rice
6377,2/24/2011,0.25,0.02,0.5,0.0,rice
6378,2/23/2011,0.25,0.02,0.73,0.04,rice
6379,2/22/2011,-0.03,,0.33,,rice
6382,2/17/2011,0.25,0.02,0.5,0.01,rice
6383,2/16/2011,0.16,0.0,0.62,0.04,rice
6385,2/15/2011,-0.17,0.01,0.17,0.01,rice
6386,2/14/2011,0.22,0.04,0.77,0.04,rice
6388,02-11-2011,-0.14,,0.39,,rice
6391,02-09-2011,-0.32,,0.47,,rice
6392,02-09-2011,-0.2,,0.4,,rice
6396,02-04-2011,0.26,0.01,0.54,0.03,rice
6398,1/31/2011,0.13,,0.54,,rice
6400,1/27/2011,0.6,0.06,1.0,0.17,rice
6404,1/25/2011,0.4,0.01,0.54,0.01,rice
6409,1/18/2011,0.29,0.02,0.59,0.06,rice
6410,1/17/2011,0.12,0.01,0.47,0.02,rice
6411,1/14/2011,0.11,0.0,0.52,0.04,rice
6413,01-11-2011,-0.31,0.03,0.69,0.05,rice
6414,01-11-2011,0.27,0.04,0.58,0.17,rice
6415,01-10-2011,0.0,0.0,0.0,0.0,rice
6420,01-08-2011,-0.22,,0.22,,rice
6423,01-06-2011,-0.04,,0.23,,rice
6425,01-03-2011,-0.31,0.01,0.69,0.03,rice
6426,01-03-2011,-0.39,0.12,0.83,0.06,rice
6427,01-03-2011,0.25,0.01,0.45,0.04,rice
6429,12/29/2010,0.2,,0.57,,rice
6431,12/23/2010,0.14,0.01,0.45,0.02,rice
6434,12/21/2010,0.39,0.03,0.52,0.04,rice
6438,12/16/2010,-0.01,,0.13,,rice
6439,12/15/2010,-0.4,0.06,0.65,0.09,rice
6447,12-09-2010,0.18,0.01,0.43,0.04,rice
6449,12-06-2010,0.09,,0.56,,rice
6450,12-06-2010,0.28,,0.37,,rice
6451,12-06-2010,0.25,0.01,0.5,0.03,rice
6453,12-03-2010,-0.1,0.0,0.46,0.03,rice
6454,12-02-2010,-0.03,,0.59,,rice
6455,12-02-2010,0.6,0.03,1.0,0.11,rice
6456,12-01-2010,-0.54,0.06,0.81,0.03,rice
6,6/26/2020,0.08,,0.11,,wheat
7,6/26/2020,0.4,0.08,0.73,0.08,wheat
10,6/25/2020,0.0,,0.3,,wheat
17,6/24/2020,0.4,0.05,0.73,0.05,wheat
20,6/23/2020,0.33,0.03,0.62,0.01,wheat
22,6/22/2020,0.0,,0.0,,wheat
23,6/22/2020,0.35,,0.55,,wheat
25,6/22/2020,-0.02,0.0,0.3,0.0,wheat
29,6/19/2020,0.3,0.01,0.62,0.02,wheat
32,6/18/2020,0.36,0.09,0.76,0.12,wheat
35,6/17/2020,0.01,,0.21,,wheat
36,6/17/2020,0.25,,0.5,,wheat
37,6/17/2020,0.25,0.01,0.35,0.01,wheat
